         173281 function calls (164229 primitive calls) in 27.336 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\calendar.py:644(timegm)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\selectors.py:64(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\socketserver.py:485(fileno)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\cache_control.py:16(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\typing_extensions.py:2655(_check_generic)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\mapper.py:894(entity)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\query.py:872(enable_eagerloads)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\__init__.py:66(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\__init__.py:108(import_module)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:781(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\sansio\response.py:493(set_etag)
        5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\optimizer.py:27(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\sessions.py:214(get_cookie_secure)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2708(_connection_commit_impl)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\create.py:716(on_connect)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\fields.py:91(get_value)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 c:\Users\Utilisateur\PycharmProjects\GestionFile\app.py:2739(events_update_announce)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\http.py:1118(<setcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\etag.py:36(contains_weak)
        1    0.000    0.000    0.007    0.007 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\environment.py:1066(get_or_select_template)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\sessions.py:220(get_cookie_samesite)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\langhelpers.py:845(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2616(commit)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\base.py:1573(__len__)
       16    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:243(result_processor)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\result.py:2211(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:447(_supports_statement_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\util.py:210(get_callable_name)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\pysqlite.py:564(floor_func)
        2    0.000    0.000    0.000    0.000 c:\Users\Utilisateur\PycharmProjects\GestionFile\templates\admin\macros.html:78(macro)
        4    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:746(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\_selectable_constructors.py:441(select)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2481(secondaryjoin_minus_local)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\fields.py:98(get_max)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\_adapters.py:30(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\zipfile.py:2198(make)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\selectors.py:203(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\socketserver.py:641(pop_all)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wsgi.py:308(close)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_compat.py:121(writable)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\environment.py:1392(make_module)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2690(_deactivate_from_connection)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\schema.py:2222(_gen_static_annotations_cache_key)
       15    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\fields.py:35(get_min)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\pysqlite.py:476(bind_processor)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wrappers\response.py:291(set_data)
        1    0.000    0.000    0.006    0.006 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask_sqlalchemy\extension.py:883(create_all)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\exc.py:48(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\queue.py:222(_empty)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\queue.py:231(_get)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\traversals.py:776(visit_plain_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\result.py:2266(_fetchall_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2718(_annotate_remote_from_args)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:3245(signature)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wsgi.py:252(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wsgi.py:304(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:434(simple_write)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\sessions.py:207(get_cookie_httponly)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\crud.py:1471(_get_stmt_parameter_tuples_params)
        1    0.000    0.000    0.000    0.000 <string>:1(values)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:431(_bind_typing_render_casts)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:66(get_annotations)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\urllib\parse.py:189(_userinfo)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\sansio\response.py:148(status)
        5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\environment.py:480(getattr)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\base.py:872(_state_dict_inst)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\selectable.py:5131(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\_elements_constructors.py:1279(null)
        1    0.000    0.000    0.000    0.000 <string>:1(_prepare_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\jobstores\base.py:17(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:794(zip_children)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\operators.py:2435(is_commutative)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\compiler.py:1577(_global_attributes)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\util.py:463(tables_from_leftmost)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\bulk_persistence.py:2011(_do_post_synchronize_fetch)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask_apscheduler\utils.py:112(fix_job_def)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:262(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\weakref.py:348(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\weakref.py:353(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:580(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_compat.py:342(get_text_stdout)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\runtime.py:182(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\crud.py:242(<setcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\type_api.py:433(result_processor)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\instrumentation.py:561(__bool__)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\context.py:1155(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\identity.py:48(_kill)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:857(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:978(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\zipfile.py:2317(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\socketserver.py:645(join)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\_internal.py:109(_dt_as_utc)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\colorama\ansitowin32.py:61(closed)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\routing\matcher.py:142(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\compiler.py:4402(_label_returning_column)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\selectable.py:588(_hide_froms)
        8    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\schedulers\base.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       10    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_compat.py:540(_safe_write)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\routing\matcher.py:55(update)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\sansio\app.py:442(logger)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\lexer.py:257(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:238(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\event\attr.py:425(_memoized_attr__exec_once_mutex)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\base.py:1076(options)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:391(_from_objects)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:885(bind_processor)
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\enum.py:991(__xor__)
        1    0.000    0.000    0.000    0.000 c:\Users\Utilisateur\PycharmProjects\GestionFile\app.py:2719(events_update_sound_calling)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:2991(from_callable)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:1109(open)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\dns\ipv4.py:61(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\headers.py:450(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_compat.py:88(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\logging.py:39(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\schema.py:1011(_autoincrement_column)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\schema.py:4422(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:565(get_default_isolation_level)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2997(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\job.py:235(__getstate__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\base.py:1128(bind_processor)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\greenio\base.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:749(path)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1448(setLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_compat.py:136(seekable)
        1    0.000    0.000    0.000    0.000 <string>:1(options)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\dml.py:298(_process_values)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\type_api.py:1436(_is_native_for_emulated)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:831(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2477(primaryjoin_minus_local)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\fields.py:38(get_max)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:147(splitroot)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:606(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\helpers.py:35(get_load_dotenv)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:759(get_context_ref)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2594(rollback)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\traversals.py:761(visit_boolean)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:689(do_begin)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\interfaces.py:1429(setup_query)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\util.py:103(convert_to_datetime)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\base.py:1236(result_processor)
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:786(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\security.py:148(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_winconsole.py:106(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:1042(in_transaction)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\dml.py:1212(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\result.py:1362(all)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\session.py:980(_is_transaction_boundary)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\fields.py:106(get_value)
        5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\ext.py:98(preprocess)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\collections\__init__.py:1003(__bool__)
        1    0.000    0.000    0.000    0.000 c:\Users\Utilisateur\PycharmProjects\GestionFile\app.py:2755(communication)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1815(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\http.py:884(quote_etag)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\etag.py:40(contains)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wrappers\response.py:643(_is_range_request_processable)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\runtime.py:247(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\runtime.py:245(get_exported)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\lexer.py:520(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\loaders.py:187(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\coercions.py:545(_literal_coercion)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\selectable.py:6031(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:891(process)
        1    0.000    0.000    0.000    0.000 <string>:1(enable_eagerloads)
        1    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'writable' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\_internal.py:52(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\colorama\ansitowin32.py:28(__getattr__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:289(visit_Block)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\idtracking.py:147(dump_stores)
        6    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\coercions.py:662(_literal_coercion)
